combination_id	allele_frequency	effect_size	sample_size	case_control_ratio	simulation_repetition	causal_variant	n_cases_sim	n_controls_sim	n_missing_sim	variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
PBNURNKLOQKG_6	0.025	10	400	0.5	6	aadE	199	199	364	aadE	2.26E-02	2.41E-03	2.34E-03	5.12E-01	1.67E-01	1.52E-01	bad-chisq
PBNURNKLOQKG_7	0.025	10	400	0.5	7	aadE	199	199	364	aadE	2.26E-02	2.41E-03	2.34E-03	5.12E-01	1.67E-01	1.52E-01	bad-chisq
PBNURNKLOQKG_8	0.025	10	400	0.5	8	aadE	199	199	364	aadE	2.26E-02	2.41E-03	1.50E-03	5.34E-01	1.67E-01	1.59E-01	bad-chisq
PBNURNKLOQKG_9	0.025	10	400	0.5	9	aadE	199	199	364	aadE	2.26E-02	2.41E-03	2.34E-03	5.12E-01	1.67E-01	1.52E-01	bad-chisq
PBNURNKLOQKG_10	0.025	10	400	0.5	10	aadE	199	199	364	aadE	2.26E-02	2.41E-03	2.81E-03	5.04E-01	1.68E-01	1.49E-01	bad-chisq
UXDDECZETIJD_1	0.025	10	500	0.5	1	aadE	249	249	264	aadE	2.21E-02	6.07E-03	6.00E-03	4.18E-01	1.52E-01	1.23E-01	bad-chisq
UXDDECZETIJD_2	0.025	10	500	0.5	2	aadE	249	249	264	aadE	2.21E-02	6.07E-03	7.27E-03	4.10E-01	1.52E-01	1.20E-01	bad-chisq
UXDDECZETIJD_3	0.025	10	500	0.5	3	aadE	249	249	264	aadE	2.21E-02	6.07E-03	3.16E-03	4.51E-01	1.52E-01	1.32E-01	bad-chisq
UXDDECZETIJD_4	0.025	10	500	0.5	4	aadE	249	249	264	aadE	2.21E-02	6.07E-03	6.00E-03	4.18E-01	1.52E-01	1.23E-01	bad-chisq
UXDDECZETIJD_5	0.025	10	500	0.5	5	aadE	249	249	264	aadE	2.21E-02	6.07E-03	6.00E-03	4.18E-01	1.52E-01	1.23E-01	bad-chisq
UXDDECZETIJD_6	0.025	10	500	0.5	6	aadE	249	249	264	aadE	2.21E-02	6.07E-03	6.00E-03	4.18E-01	1.52E-01	1.23E-01	bad-chisq
UXDDECZETIJD_7	0.025	10	500	0.5	7	aadE	249	249	264	aadE	2.21E-02	6.07E-03	5.83E-03	4.20E-01	1.52E-01	1.23E-01	bad-chisq
UXDDECZETIJD_8	0.025	10	500	0.5	8	aadE	249	249	264	aadE	2.21E-02	6.07E-03	5.75E-03	4.21E-01	1.52E-01	1.24E-01	bad-chisq
UXDDECZETIJD_9	0.025	10	500	0.5	9	aadE	249	249	264	aadE	2.21E-02	6.07E-03	6.00E-03	4.18E-01	1.52E-01	1.23E-01	bad-chisq
UXDDECZETIJD_10	0.025	10	500	0.5	10	aadE	249	249	264	aadE	2.21E-02	6.07E-03	6.00E-03	4.18E-01	1.52E-01	1.23E-01	bad-chisq
RDUAQYIRCLTY_1	0.025	10	600	0.5	1	aadE	196	296	270	aadE	1.02E-02	5.75E-03	5.57E-03	6.09E-01	2.19E-01	1.25E-01	bad-chisq
RDUAQYIRCLTY_2	0.025	10	600	0.5	2	aadE	196	296	270	aadE	1.02E-02	5.75E-03	5.68E-03	6.08E-01	2.19E-01	1.25E-01	bad-chisq
RDUAQYIRCLTY_3	0.025	10	600	0.5	3	aadE	196	296	270	aadE	1.02E-02	5.75E-03	4.43E-03	6.24E-01	2.18E-01	1.28E-01	bad-chisq
RDUAQYIRCLTY_4	0.025	10	600	0.5	4	aadE	196	296	270	aadE	1.02E-02	5.75E-03	7.22E-03	5.91E-01	2.19E-01	1.21E-01	bad-chisq
RDUAQYIRCLTY_5	0.025	10	600	0.5	5	aadE	196	296	270	aadE	1.02E-02	5.75E-03	5.28E-03	6.13E-01	2.19E-01	1.26E-01	bad-chisq
RDUAQYIRCLTY_6	0.025	10	600	0.5	6	aadE	196	296	270	aadE	1.02E-02	5.75E-03	5.68E-03	6.08E-01	2.19E-01	1.25E-01	bad-chisq
RDUAQYIRCLTY_7	0.025	10	600	0.5	7	aadE	196	296	270	aadE	1.02E-02	5.75E-03	5.68E-03	6.08E-01	2.19E-01	1.25E-01	bad-chisq
RDUAQYIRCLTY_8	0.025	10	600	0.5	8	aadE	196	296	270	aadE	1.02E-02	5.75E-03	5.68E-03	6.08E-01	2.19E-01	1.25E-01	bad-chisq
RDUAQYIRCLTY_9	0.025	10	600	0.5	9	aadE	196	296	270	aadE	1.02E-02	5.75E-03	5.68E-03	6.08E-01	2.19E-01	1.25E-01	bad-chisq
RDUAQYIRCLTY_10	0.025	10	600	0.5	10	aadE	196	296	270	aadE	1.02E-02	5.75E-03	5.68E-03	6.08E-01	2.19E-01	1.25E-01	bad-chisq
XSONPUCKOBBE_1	0.025	10	700	0.5	1	aadE	146	347	269	aadE	1.22E-02	3.73E-03	3.67E-03	5.44E-01	1.86E-01	1.31E-01	bad-chisq
XSONPUCKOBBE_2	0.025	10	700	0.5	2	aadE	146	347	269	aadE	1.22E-02	3.73E-03	3.67E-03	5.44E-01	1.86E-01	1.31E-01	bad-chisq
XSONPUCKOBBE_3	0.025	10	700	0.5	3	aadE	146	347	269	aadE	1.22E-02	3.73E-03	3.83E-03	5.42E-01	1.86E-01	1.30E-01	bad-chisq
XSONPUCKOBBE_4	0.025	10	700	0.5	4	aadE	146	347	269	aadE	1.22E-02	3.73E-03	3.67E-03	5.44E-01	1.86E-01	1.31E-01	bad-chisq
XSONPUCKOBBE_5	0.025	10	700	0.5	5	aadE	146	347	269	aadE	1.22E-02	3.73E-03	4.35E-03	5.35E-01	1.87E-01	1.28E-01	bad-chisq
XSONPUCKOBBE_6	0.025	10	700	0.5	6	aadE	146	347	269	aadE	1.22E-02	3.73E-03	3.67E-03	5.44E-01	1.86E-01	1.31E-01	bad-chisq
XSONPUCKOBBE_7	0.025	10	700	0.5	7	aadE	146	347	269	aadE	1.22E-02	3.73E-03	3.67E-03	5.44E-01	1.86E-01	1.31E-01	bad-chisq
XSONPUCKOBBE_8	0.025	10	700	0.5	8	aadE	146	347	269	aadE	1.22E-02	3.73E-03	3.67E-03	5.44E-01	1.86E-01	1.31E-01	bad-chisq
XSONPUCKOBBE_9	0.025	10	700	0.5	9	aadE	146	347	269	aadE	1.22E-02	3.73E-03	3.67E-03	5.44E-01	1.86E-01	1.31E-01	bad-chisq
XSONPUCKOBBE_10	0.025	10	700	0.5	10	aadE	146	347	269	aadE	1.22E-02	3.73E-03	3.67E-03	5.44E-01	1.86E-01	1.31E-01	bad-chisq
IPJCGKRYHPSO_1	0.025	100	100	0.5	1	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.20E-01	5.05E-01	5.05E-01	1.02E-01	bad-chisq
IPJCGKRYHPSO_2	0.025	100	100	0.5	2	aadE	49	49	664	aadE	1.02E-02	3.15E-01	5.02E-01	3.32E-01	4.93E-01	6.86E-02	bad-chisq
IPJCGKRYHPSO_3	0.025	100	100	0.5	3	aadE	49	49	664	aadE	1.02E-02	3.15E-01	4.23E-01	4.02E-01	5.00E-01	8.18E-02	bad-chisq
IPJCGKRYHPSO_4	0.025	100	100	0.5	4	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.20E-01	5.05E-01	5.05E-01	1.02E-01	bad-chisq
IPJCGKRYHPSO_5	0.025	100	100	0.5	5	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.08E-01	5.18E-01	5.05E-01	1.04E-01	bad-chisq
IPJCGKRYHPSO_6	0.025	100	100	0.5	6	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.20E-01	5.05E-01	5.05E-01	1.02E-01	bad-chisq
IPJCGKRYHPSO_7	0.025	100	100	0.5	7	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.20E-01	5.05E-01	5.05E-01	1.02E-01	bad-chisq
IPJCGKRYHPSO_8	0.025	100	100	0.5	8	aadE	49	49	664	aadE	1.02E-02	3.15E-01	2.51E-01	5.62E-01	4.87E-01	1.17E-01	bad-chisq
IPJCGKRYHPSO_9	0.025	100	100	0.5	9	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.48E-01	4.76E-01	5.05E-01	9.57E-02	bad-chisq
IPJCGKRYHPSO_10	0.025	100	100	0.5	10	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.36E-01	4.88E-01	5.05E-01	9.82E-02	bad-chisq
AMOIQIQTSEDZ_1	0.025	100	200	0.5	1	aadE	99	99	564	aadE	2.02E-02	4.33E-02	3.57E-02	5.34E-01	2.53E-01	1.49E-01	bad-chisq
AMOIQIQTSEDZ_2	0.025	100	200	0.5	2	aadE	99	99	564	aadE	2.02E-02	4.33E-02	4.36E-02	5.10E-01	2.51E-01	1.44E-01	bad-chisq
AMOIQIQTSEDZ_3	0.025	100	200	0.5	3	aadE	99	99	564	aadE	2.02E-02	4.33E-02	4.36E-02	5.10E-01	2.51E-01	1.44E-01	bad-chisq
AMOIQIQTSEDZ_4	0.025	100	200	0.5	4	aadE	99	99	564	aadE	2.02E-02	4.33E-02	4.36E-02	5.10E-01	2.51E-01	1.44E-01	bad-chisq
AMOIQIQTSEDZ_5	0.025	100	200	0.5	5	aadE	99	99	564	aadE	2.02E-02	4.33E-02	4.36E-02	5.10E-01	2.51E-01	1.44E-01	bad-chisq
AMOIQIQTSEDZ_6	0.025	100	200	0.5	6	aadE	99	99	564	aadE	2.02E-02	4.33E-02	4.36E-02	5.10E-01	2.51E-01	1.44E-01	bad-chisq
AMOIQIQTSEDZ_7	0.025	100	200	0.5	7	aadE	99	99	564	aadE	2.02E-02	4.33E-02	4.36E-02	5.10E-01	2.51E-01	1.44E-01	bad-chisq
AMOIQIQTSEDZ_8	0.025	100	200	0.5	8	aadE	99	99	564	aadE	2.02E-02	4.33E-02	4.36E-02	5.10E-01	2.51E-01	1.44E-01	bad-chisq
AMOIQIQTSEDZ_9	0.025	100	200	0.5	9	aadE	99	99	564	aadE	2.02E-02	4.33E-02	4.36E-02	5.10E-01	2.51E-01	1.44E-01	bad-chisq
AMOIQIQTSEDZ_10	0.025	100	200	0.5	10	aadE	99	99	564	aadE	2.02E-02	4.33E-02	9.73E-02	4.27E-01	2.56E-01	1.18E-01	bad-chisq
NSPVCZRHDHZQ_1	0.025	100	300	0.5	1	aadE	149	149	464	aadE	2.01E-02	1.33E-02	3.59E-02	4.35E-01	2.06E-01	1.22E-01	bad-chisq
NSPVCZRHDHZQ_2	0.025	100	300	0.5	2	aadE	149	149	464	aadE	2.01E-02	1.33E-02	1.45E-02	5.09E-01	2.07E-01	1.41E-01	bad-chisq
NSPVCZRHDHZQ_3	0.025	100	300	0.5	3	aadE	149	149	464	aadE	2.01E-02	1.33E-02	1.43E-02	5.05E-01	2.05E-01	1.42E-01	bad-chisq
NSPVCZRHDHZQ_4	0.025	100	300	0.5	4	aadE	149	149	464	aadE	2.01E-02	1.33E-02	1.33E-02	5.10E-01	2.05E-01	1.43E-01	bad-chisq
NSPVCZRHDHZQ_5	0.025	100	300	0.5	5	aadE	149	149	464	aadE	2.01E-02	1.33E-02	1.33E-02	5.10E-01	2.05E-01	1.43E-01	bad-chisq
NSPVCZRHDHZQ_6	0.025	100	300	0.5	6	aadE	149	149	464	aadE	2.01E-02	1.33E-02	1.33E-02	5.10E-01	2.05E-01	1.43E-01	bad-chisq
NSPVCZRHDHZQ_7	0.025	100	300	0.5	7	aadE	149	149	464	aadE	2.01E-02	1.33E-02	1.70E-02	4.92E-01	2.05E-01	1.38E-01	bad-chisq
NSPVCZRHDHZQ_8	0.025	100	300	0.5	8	aadE	149	149	464	aadE	2.01E-02	1.33E-02	1.33E-02	5.10E-01	2.05E-01	1.43E-01	bad-chisq
NSPVCZRHDHZQ_9	0.025	100	300	0.5	9	aadE	149	149	464	aadE	2.01E-02	1.33E-02	7.84E-03	5.50E-01	2.05E-01	1.54E-01	bad-chisq
NSPVCZRHDHZQ_10	0.025	100	300	0.5	10	aadE	149	149	464	aadE	2.01E-02	1.33E-02	1.33E-02	5.10E-01	2.05E-01	1.43E-01	bad-chisq
HNBALHMUYEDA_1	0.025	100	400	0.5	1	aadE	199	199	364	aadE	2.26E-02	2.41E-03	2.34E-03	5.12E-01	1.67E-01	1.52E-01	bad-chisq
HNBALHMUYEDA_2	0.025	100	400	0.5	2	aadE	199	199	364	aadE	2.26E-02	2.41E-03	2.34E-03	5.12E-01	1.67E-01	1.52E-01	bad-chisq
HNBALHMUYEDA_3	0.025	100	400	0.5	3	aadE	199	199	364	aadE	2.26E-02	2.41E-03	2.34E-03	5.12E-01	1.67E-01	1.52E-01	bad-chisq
HNBALHMUYEDA_4	0.025	100	400	0.5	4	aadE	199	199	364	aadE	2.26E-02	2.41E-03	2.46E-03	5.10E-01	1.67E-01	1.51E-01	bad-chisq
HNBALHMUYEDA_5	0.025	100	400	0.5	5	aadE	199	199	364	aadE	2.26E-02	2.41E-03	2.68E-03	5.07E-01	1.68E-01	1.50E-01	bad-chisq
HNBALHMUYEDA_6	0.025	100	400	0.5	6	aadE	199	199	364	aadE	2.26E-02	2.41E-03	3.61E-03	4.92E-01	1.68E-01	1.46E-01	bad-chisq
HNBALHMUYEDA_7	0.025	100	400	0.5	7	aadE	199	199	364	aadE	2.26E-02	2.41E-03	2.34E-03	5.12E-01	1.67E-01	1.52E-01	bad-chisq
HNBALHMUYEDA_8	0.025	100	400	0.5	8	aadE	199	199	364	aadE	2.26E-02	2.41E-03	2.34E-03	5.12E-01	1.67E-01	1.52E-01	bad-chisq
HNBALHMUYEDA_9	0.025	100	400	0.5	9	aadE	199	199	364	aadE	2.26E-02	2.41E-03	2.34E-03	5.12E-01	1.67E-01	1.52E-01	bad-chisq
HNBALHMUYEDA_10	0.025	100	400	0.5	10	aadE	199	199	364	aadE	2.26E-02	2.41E-03	3.16E-03	5.00E-01	1.68E-01	1.48E-01	bad-chisq
RSDXTOYVOCPA_1	0.025	100	500	0.5	1	aadE	249	249	264	aadE	2.21E-02	7.97E-04	9.32E-04	5.04E-01	1.51E-01	1.48E-01	bad-chisq
RSDXTOYVOCPA_2	0.025	100	500	0.5	2	aadE	249	249	264	aadE	2.21E-02	7.97E-04	8.91E-04	5.06E-01	1.51E-01	1.48E-01	bad-chisq
RSDXTOYVOCPA_3	0.025	100	500	0.5	3	aadE	249	249	264	aadE	2.21E-02	7.97E-04	1.24E-03	4.94E-01	1.52E-01	1.44E-01	bad-chisq
RSDXTOYVOCPA_4	0.025	100	500	0.5	4	aadE	249	249	264	aadE	2.21E-02	7.97E-04	7.67E-04	5.11E-01	1.51E-01	1.50E-01	bad-chisq
RSDXTOYVOCPA_5	0.025	100	500	0.5	5	aadE	249	249	264	aadE	2.21E-02	7.97E-04	7.67E-04	5.11E-01	1.51E-01	1.50E-01	bad-chisq
RSDXTOYVOCPA_6	0.025	100	500	0.5	6	aadE	249	249	264	aadE	2.21E-02	7.97E-04	7.67E-04	5.11E-01	1.51E-01	1.50E-01	bad-chisq
RSDXTOYVOCPA_7	0.025	100	500	0.5	7	aadE	249	249	264	aadE	2.21E-02	7.97E-04	7.67E-04	5.11E-01	1.51E-01	1.50E-01	bad-chisq
RSDXTOYVOCPA_8	0.025	100	500	0.5	8	aadE	249	249	264	aadE	2.21E-02	7.97E-04	7.67E-04	5.11E-01	1.51E-01	1.50E-01	bad-chisq
RSDXTOYVOCPA_9	0.025	100	500	0.5	9	aadE	249	249	264	aadE	2.21E-02	7.97E-04	7.67E-04	5.11E-01	1.51E-01	1.50E-01	bad-chisq
RSDXTOYVOCPA_10	0.025	100	500	0.5	10	aadE	249	249	264	aadE	2.21E-02	7.97E-04	5.57E-04	5.33E-01	1.53E-01	1.54E-01	bad-chisq
JXXZZEYSDEJB_1	0.025	100	600	0.5	1	aadE	197	296	269	aadE	1.22E-02	2.52E-03	2.47E-03	6.08E-01	2.00E-01	1.36E-01	bad-chisq
JXXZZEYSDEJB_2	0.025	100	600	0.5	2	aadE	197	296	269	aadE	1.22E-02	2.52E-03	2.47E-03	6.08E-01	2.00E-01	1.36E-01	bad-chisq
JXXZZEYSDEJB_3	0.025	100	600	0.5	3	aadE	197	296	269	aadE	1.22E-02	2.52E-03	2.47E-03	6.08E-01	2.00E-01	1.36E-01	bad-chisq
JXXZZEYSDEJB_4	0.025	100	600	0.5	4	aadE	197	296	269	aadE	1.22E-02	2.52E-03	2.47E-03	6.08E-01	2.00E-01	1.36E-01	bad-chisq
JXXZZEYSDEJB_5	0.025	100	600	0.5	5	aadE	197	296	269	aadE	1.22E-02	2.52E-03	1.80E-03	6.28E-01	2.00E-01	1.40E-01	bad-chisq
JXXZZEYSDEJB_6	0.025	100	600	0.5	6	aadE	197	296	269	aadE	1.22E-02	2.52E-03	2.47E-03	6.08E-01	2.00E-01	1.36E-01	bad-chisq
JXXZZEYSDEJB_7	0.025	100	600	0.5	7	aadE	197	296	269	aadE	1.22E-02	2.52E-03	2.47E-03	6.08E-01	2.00E-01	1.36E-01	bad-chisq
JXXZZEYSDEJB_8	0.025	100	600	0.5	8	aadE	197	296	269	aadE	1.22E-02	2.52E-03	2.83E-03	6.01E-01	2.00E-01	1.34E-01	bad-chisq
JXXZZEYSDEJB_9	0.025	100	600	0.5	9	aadE	197	296	269	aadE	1.22E-02	2.52E-03	4.12E-03	5.74E-01	1.99E-01	1.29E-01	bad-chisq
JXXZZEYSDEJB_10	0.025	100	600	0.5	10	aadE	197	296	269	aadE	1.22E-02	2.52E-03	2.47E-03	6.08E-01	2.00E-01	1.36E-01	bad-chisq
EZUWEYMWTDFU_1	0.025	100	700	0.5	1	aadE	147	346	269	aadE	1.22E-02	1.56E-04	1.48E-04	7.10E-01	1.86E-01	1.70E-01	bad-chisq
EZUWEYMWTDFU_2	0.025	100	700	0.5	2	aadE	147	346	269	aadE	1.22E-02	1.56E-04	2.41E-04	6.89E-01	1.86E-01	1.65E-01	bad-chisq
EZUWEYMWTDFU_3	0.025	100	700	0.5	3	aadE	147	346	269	aadE	1.22E-02	1.56E-04	1.22E-04	7.19E-01	1.86E-01	1.72E-01	bad-chisq
EZUWEYMWTDFU_4	0.025	100	700	0.5	4	aadE	147	346	269	aadE	1.22E-02	1.56E-04	1.45E-04	7.10E-01	1.86E-01	1.70E-01	bad-chisq
EZUWEYMWTDFU_5	0.025	100	700	0.5	5	aadE	147	346	269	aadE	1.22E-02	1.56E-04	1.45E-04	7.10E-01	1.86E-01	1.70E-01	bad-chisq
EZUWEYMWTDFU_6	0.025	100	700	0.5	6	aadE	147	346	269	aadE	1.22E-02	1.56E-04	1.90E-04	6.99E-01	1.86E-01	1.67E-01	bad-chisq
EZUWEYMWTDFU_7	0.025	100	700	0.5	7	aadE	147	346	269	aadE	1.22E-02	1.56E-04	1.56E-04	7.08E-01	1.86E-01	1.69E-01	bad-chisq
EZUWEYMWTDFU_8	0.025	100	700	0.5	8	aadE	147	346	269	aadE	1.22E-02	1.56E-04	1.45E-04	7.10E-01	1.86E-01	1.70E-01	bad-chisq
EZUWEYMWTDFU_9	0.025	100	700	0.5	9	aadE	147	346	269	aadE	1.22E-02	1.56E-04	2.09E-04	6.94E-01	1.86E-01	1.66E-01	bad-chisq
EZUWEYMWTDFU_10	0.025	100	700	0.5	10	aadE	147	346	269	aadE	1.22E-02	1.56E-04	1.45E-04	7.10E-01	1.86E-01	1.70E-01	bad-chisq
AFXLBDXZFCDT_1	0.05	1.5	200	0.5	1	aadE	99	99	564	aadE	4.55E-02	7.33E-01	7.35E-01	5.82E-02	1.71E-01	2.42E-02	bad-chisq
AFXLBDXZFCDT_2	0.05	1.5	200	0.5	2	aadE	99	99	564	aadE	4.55E-02	7.33E-01	7.35E-01	5.82E-02	1.71E-01	2.42E-02	bad-chisq
AFXLBDXZFCDT_3	0.05	1.5	200	0.5	3	aadE	99	99	564	aadE	4.55E-02	7.33E-01	7.28E-01	5.97E-02	1.72E-01	2.48E-02	bad-chisq
AFXLBDXZFCDT_4	0.05	1.5	200	0.5	4	aadE	99	99	564	aadE	4.55E-02	7.33E-01	7.35E-01	5.82E-02	1.71E-01	2.42E-02	bad-chisq
AFXLBDXZFCDT_5	0.05	1.5	200	0.5	5	aadE	99	99	564	aadE	4.55E-02	7.33E-01	6.71E-01	7.33E-02	1.73E-01	3.03E-02	bad-chisq
AFXLBDXZFCDT_6	0.05	1.5	200	0.5	6	aadE	99	99	564	aadE	4.55E-02	7.33E-01	7.35E-01	5.82E-02	1.71E-01	2.42E-02	bad-chisq
AFXLBDXZFCDT_7	0.05	1.5	200	0.5	7	aadE	99	99	564	aadE	4.55E-02	7.33E-01	7.35E-01	5.82E-02	1.71E-01	2.42E-02	bad-chisq
AFXLBDXZFCDT_8	0.05	1.5	200	0.5	8	aadE	99	99	564	aadE	4.55E-02	7.33E-01	6.50E-01	7.90E-02	1.74E-01	3.25E-02	bad-chisq
AFXLBDXZFCDT_9	0.05	1.5	200	0.5	9	aadE	99	99	564	aadE	4.55E-02	7.33E-01	7.35E-01	5.82E-02	1.71E-01	2.42E-02	bad-chisq
AFXLBDXZFCDT_10	0.05	1.5	200	0.5	10	aadE	99	99	564	aadE	4.55E-02	7.33E-01	6.25E-01	8.43E-02	1.72E-01	3.49E-02	bad-chisq
HTTBSUDNIOFL_1	0.05	1.5	300	0.5	1	aadE	149	149	464	aadE	4.70E-02	5.84E-01	5.85E-01	7.49E-02	1.37E-01	3.17E-02
HTTBSUDNIOFL_2	0.05	1.5	300	0.5	2	aadE	149	149	464	aadE	4.70E-02	5.84E-01	5.85E-01	7.49E-02	1.37E-01	3.17E-02
HTTBSUDNIOFL_3	0.05	1.5	300	0.5	3	aadE	149	149	464	aadE	4.70E-02	5.84E-01	5.85E-01	7.49E-02	1.37E-01	3.17E-02
HTTBSUDNIOFL_4	0.05	1.5	300	0.5	4	aadE	149	149	464	aadE	4.70E-02	5.84E-01	5.85E-01	7.49E-02	1.37E-01	3.17E-02
HTTBSUDNIOFL_5	0.05	1.5	300	0.5	5	aadE	149	149	464	aadE	4.70E-02	5.84E-01	5.85E-01	7.49E-02	1.37E-01	3.17E-02
HTTBSUDNIOFL_6	0.05	1.5	300	0.5	6	aadE	149	149	464	aadE	4.70E-02	5.84E-01	5.85E-01	7.49E-02	1.37E-01	3.17E-02
HTTBSUDNIOFL_7	0.05	1.5	300	0.5	7	aadE	149	149	464	aadE	4.70E-02	5.84E-01	5.85E-01	7.49E-02	1.37E-01	3.17E-02
HTTBSUDNIOFL_8	0.05	1.5	300	0.5	8	aadE	149	149	464	aadE	4.70E-02	5.84E-01	6.88E-01	5.57E-02	1.39E-01	2.34E-02
HTTBSUDNIOFL_9	0.05	1.5	300	0.5	9	aadE	149	149	464	aadE	4.70E-02	5.84E-01	5.85E-01	7.49E-02	1.37E-01	3.17E-02
HTTBSUDNIOFL_10	0.05	1.5	300	0.5	10	aadE	149	149	464	aadE	4.70E-02	5.84E-01	5.85E-01	7.49E-02	1.37E-01	3.17E-02
JMPPXGNJNXCJ_1	0.05	1.5	400	0.5	1	aadE	199	199	364	aadE	4.77E-02	4.81E-01	4.82E-01	8.29E-02	1.18E-01	3.54E-02
JMPPXGNJNXCJ_2	0.05	1.5	400	0.5	2	aadE	199	199	364	aadE	4.77E-02	4.81E-01	4.82E-01	8.29E-02	1.18E-01	3.54E-02
JMPPXGNJNXCJ_3	0.05	1.5	400	0.5	3	aadE	199	199	364	aadE	4.77E-02	4.81E-01	4.82E-01	8.29E-02	1.18E-01	3.54E-02
JMPPXGNJNXCJ_4	0.05	1.5	400	0.5	4	aadE	199	199	364	aadE	4.77E-02	4.81E-01	4.82E-01	8.29E-02	1.18E-01	3.54E-02
JMPPXGNJNXCJ_5	0.05	1.5	400	0.5	5	aadE	199	199	364	aadE	4.77E-02	4.81E-01	4.82E-01	8.29E-02	1.18E-01	3.54E-02
JMPPXGNJNXCJ_6	0.05	1.5	400	0.5	6	aadE	199	199	364	aadE	4.77E-02	4.81E-01	4.82E-01	8.29E-02	1.18E-01	3.54E-02
JMPPXGNJNXCJ_7	0.05	1.5	400	0.5	7	aadE	199	199	364	aadE	4.77E-02	4.81E-01	4.82E-01	8.29E-02	1.18E-01	3.54E-02
JMPPXGNJNXCJ_8	0.05	1.5	400	0.5	8	aadE	199	199	364	aadE	4.77E-02	4.81E-01	4.82E-01	8.29E-02	1.18E-01	3.54E-02
JMPPXGNJNXCJ_9	0.05	1.5	400	0.5	9	aadE	199	199	364	aadE	4.77E-02	4.81E-01	4.82E-01	8.29E-02	1.18E-01	3.54E-02
JMPPXGNJNXCJ_10	0.05	1.5	400	0.5	10	aadE	199	199	364	aadE	4.77E-02	4.81E-01	6.19E-01	5.98E-02	1.20E-01	2.50E-02
SMDJPBJWEOUP_1	0.05	1.5	500	0.5	1	aadE	249	249	264	aadE	4.82E-02	4.03E-01	4.82E-01	7.43E-02	1.06E-01	3.16E-02
SMDJPBJWEOUP_2	0.05	1.5	500	0.5	2	aadE	249	249	264	aadE	4.82E-02	4.03E-01	3.89E-01	9.04E-02	1.05E-01	3.87E-02
SMDJPBJWEOUP_3	0.05	1.5	500	0.5	3	aadE	249	249	264	aadE	4.82E-02	4.03E-01	4.04E-01	8.76E-02	1.05E-01	3.75E-02
SMDJPBJWEOUP_4	0.05	1.5	500	0.5	4	aadE	249	249	264	aadE	4.82E-02	4.03E-01	4.04E-01	8.76E-02	1.05E-01	3.75E-02
SMDJPBJWEOUP_5	0.05	1.5	500	0.5	5	aadE	249	249	264	aadE	4.82E-02	4.03E-01	4.04E-01	8.76E-02	1.05E-01	3.75E-02
SMDJPBJWEOUP_6	0.05	1.5	500	0.5	6	aadE	249	249	264	aadE	4.82E-02	4.03E-01	4.04E-01	8.76E-02	1.05E-01	3.75E-02
SMDJPBJWEOUP_7	0.05	1.5	500	0.5	7	aadE	249	249	264	aadE	4.82E-02	4.03E-01	4.16E-01	8.55E-02	1.05E-01	3.65E-02
SMDJPBJWEOUP_8	0.05	1.5	500	0.5	8	aadE	249	249	264	aadE	4.82E-02	4.03E-01	4.04E-01	8.76E-02	1.05E-01	3.75E-02
SMDJPBJWEOUP_9	0.05	1.5	500	0.5	9	aadE	249	249	264	aadE	4.82E-02	4.03E-01	4.04E-01	8.76E-02	1.05E-01	3.75E-02
SMDJPBJWEOUP_10	0.05	1.5	500	0.5	10	aadE	249	249	264	aadE	4.82E-02	4.03E-01	4.04E-01	8.76E-02	1.05E-01	3.75E-02
DXELRFSTMIUW_1	0.05	1.5	600	0.5	1	aadE	188	299	275	aadE	2.46E-02	4.12E-01	4.13E-01	1.17E-01	1.42E-01	3.72E-02
DXELRFSTMIUW_2	0.05	1.5	600	0.5	2	aadE	188	299	275	aadE	2.46E-02	4.12E-01	4.01E-01	1.20E-01	1.43E-01	3.81E-02
DXELRFSTMIUW_3	0.05	1.5	600	0.5	3	aadE	188	299	275	aadE	2.46E-02	4.12E-01	4.17E-01	1.16E-01	1.43E-01	3.68E-02
DXELRFSTMIUW_4	0.05	1.5	600	0.5	4	aadE	188	299	275	aadE	2.46E-02	4.12E-01	4.13E-01	1.17E-01	1.42E-01	3.72E-02
DXELRFSTMIUW_5	0.05	1.5	600	0.5	5	aadE	188	299	275	aadE	2.46E-02	4.12E-01	4.13E-01	1.17E-01	1.42E-01	3.72E-02
DXELRFSTMIUW_6	0.05	1.5	600	0.5	6	aadE	188	299	275	aadE	2.46E-02	4.12E-01	4.13E-01	1.17E-01	1.42E-01	3.72E-02
DXELRFSTMIUW_7	0.05	1.5	600	0.5	7	aadE	188	299	275	aadE	2.46E-02	4.12E-01	4.13E-01	1.17E-01	1.42E-01	3.72E-02
DXELRFSTMIUW_8	0.05	1.5	600	0.5	8	aadE	188	299	275	aadE	2.46E-02	4.12E-01	4.13E-01	1.17E-01	1.42E-01	3.72E-02
